reason_code,current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,coo_timestamp,division_code,loc_stanox,train_id,original_loc_stanox
IC,,,,24604004,80,1522833360000,1522830180000,80,88447,885J43ME04,
M0,,,,12242110,23,1522834380000,1522830480000,23,31510,292F83MC04,
MD,,,,24623104,84,1522835220000,1522830600000,84,86122,821L30ME04,
TG,,,MRN,23587003,60,1522830930000,1522831020000,60,03331,042G03MC04,
YI,,,,12259320,29,1522835130000,1522831260000,29,69215,651W08MF04,
YI,,,,25466001,25,1522831770000,1522831800000,25,81259,812K09MD04,
IC,,,,24605004,80,1522834800000,1522832220000,80,88447,882R22ME04,
IC,,,,24658005,80,1522839300000,1522833720000,80,88466,882L26MG04,
MD,,,,21756006,22,1522838100000,1522834020000,22,18464,181A63MG04,
IB,,,,25466001,25,1522834170000,1522834560000,25,81259,812K12ME04,
IB,,,,25466001,25,1522836240000,1522834800000,25,81240,812K13MF04,
YI,,,,22333000,27,1522839600000,1522835100000,27,76401,771M94MH04,
M8,,,,13560015,60,1522838280000,1522835160000,60,06354,062M32MG04,
IC,,,,24650005,80,1522836300000,1522835220000,80,87601,882M24MF04,
IS,,,,24621204,84,1522837500000,1522835400000,84,87052,872P23MF04,
IC,,,,24605004,80,1522837200000,1522835820000,80,87601,882R26MG04,
MS,,,,25460001,25,1522842780000,1522836540000,25,81700,772C73MI04,
IC,,,,24602004,80,1522838340000,1522836900000,80,87601,882H22MH04,
YI,,,,22272000,29,1522839150000,1522838160000,29,65343,652R33MH04,
,,,,24671505,84,1522602600000,1522838580000,84,87135,872O45MS01,
IC,,,,24657005,80,1522843320000,1522838640000,80,87601,882N32MJ04,
YI,,,,22272000,29,1522841040000,1522839360000,29,65316,652R37MI04,
,,,,13560015,60,1522837440000,1522839900000,60,06301,062M32MG04,
M8,,,,13560015,60,1522846170000,1522839960000,60,04010,042H03MK04,
FW,,,,21381001,33,1522766850000,1522840260000,33,52226,522W08MP03,
TG,,,,23584003,60,1522841670000,1522840320000,60,04821,042Y11MI04,
FW,,,,21381001,33,1522768350000,1522840380000,33,50405,502W19MP03,
FW,,,,21381001,33,1522769520000,1522840440000,33,50431,502W21MQ03,
IC,,,,24605004,80,1522843020000,1522840620000,80,88447,882R32MJ04,
YI,,,,24782000,88,1522842360000,1522840860000,88,87651,872S27MJ04,
QN,,,,24647001,80,1522656360000,1522840980000,80,89428,891J152A02,
YD,,,N31,23587103,60,1522843920000,1522840980000,60,03331,032G10MJ04,
XO,,,,24743000,88,1522842930000,1522842120000,88,89439,891G26MJ04,
XO,,,,24743000,88,1522847640000,1522842300000,88,88285,891G30ML04,
MN,,,,24749000,88,1522844580000,1522842480000,88,87701,871E29MK04,
YI,,,,23547003,60,1522843500000,1522842540000,60,02071,021B28MJ04,
YI,,,,25466001,25,1522843440000,1522843380000,25,81240,812K19MJ04,
TG,,,,24605004,80,1522845210000,1522844160000,80,88490,882R34MK04,
TG,,,,24605004,80,1522847010000,1522844220000,80,88490,882R36ML04,
TG,,,,24605004,80,1522848810000,1522844280000,80,88490,882R38MM04,
MN,,,,24749000,88,1522848180000,1522844760000,88,87701,871E33MM04,
YI,,,,25480001,25,1522849950000,1522845060000,25,83421,832F31ML04,
TI,,,,12220821,23,1522847340000,1522845060000,23,31510,182F83MK04,
YI,,,,22215003,30,1522846440000,1522845120000,30,52074,529A31ML04,
IB,,,,23542003,60,1522851660000,1522846140000,60,01016,012H62ML04,
TX,,,,24680004,91,1522845180000,1522846200000,91,72031,722A37MK04,
YI,,,,25462001,25,1522849080000,1522846500000,25,83421,832U20ML04,
YI,,,,25484001,25,1522852830000,1522847100000,25,82101,682C18ML04,
M0,,,,24783000,88,1522849950000,1522847640000,88,87801,872G52MN04,
IB,,,,25509007,25,1522850070000,1522848000000,25,74014,742B34MN04,
ID,,,,24783000,88,1522851720000,1522848120000,88,87801,872G54MO04,
TG,,,,21796000,23,1522855800000,1522848120000,23,12931,132N34MP04,
YI,,,,21727000,88,1522850490000,1522848660000,88,45201,451P65MN04,
TG,,,,24659005,80,1522855020000,1522848840000,80,88424,882E89MP04,
ID,,,,24784000,88,1522852680000,1522849380000,88,87801,872P45MO04,
MN,,,,24749000,88,1522853100000,1522849620000,88,87766,871E40MP04,
IC,,,,25514005,25,1522856130000,1522850520000,25,74446,692V45MQ04,
M7,,,,25460001,25,1522860840000,1522850580000,25,81700,772C83MS04,
YI,,,,21727000,88,1522854090000,1522851300000,88,45201,451P67MP04,
,,,,25514005,25,1522854420000,1522851540000,25,69424,692V45MQ04,
IB,,,,25509007,25,1522851390000,1522851600000,25,74014,742B35MO04,
YI,,,,24602004,80,1522853970000,1522851780000,80,89363,881H42MO04,
JL,,,,24784000,88,1522854480000,1522851840000,88,87801,872P47MP04,
YI,,,,21727000,88,1522852440000,1522851900000,88,45201,452P53MO04,
TG,,,,24659005,80,1522857810000,1522852200000,80,88464,882O51MQ04,
JL,,,,24783000,88,1522856130000,1522852320000,88,87643,872G58MQ04,
YI,,,,21702001,61,1522852110000,1522852380000,61,45106,441B85MN04,
M7,,,,25507005,25,1522855350000,1522852980000,25,74237,731D30MP04,
MN,,,,21920000,21,1522855500000,1522853460000,21,51722,512O39MQ04,
YI,,,,25517005,25,1522860120000,1522853700000,25,74237,731K20MS04,
YI,,,,25466001,25,1522855860000,1522853820000,25,81259,812K29MQ04,
MT,,,,24744000,88,1522852620000,1522853940000,88,86321,862N24MO04,
JX,,,,25470001,25,1522856280000,1522853940000,25,82101,822E25MQ04,
,,,,25517005,25,1522858020000,1522854780000,25,73000,731K20MS04,
IC,,,,25522007,25,1522856040000,1522854900000,25,87089,872V65MQ04,
YI,,,,25517005,25,1522860120000,1522855260000,25,74237,731K20MS04,
IC,,,,24745000,88,1522855290000,1522855380000,88,87722,872A53MQ04,
MN,,,,21913000,21,1522858860000,1522855560000,21,47221,472H47MS04,
YI,,,,25466001,25,1522857840000,1522856520000,25,81240,812K31MR04,
IB,,,,11798001,56,1522854540000,1522856760000,56,14034,142I09MQ04,
,,,,25466001,25,1522857240000,1522857300000,25,81211,812K31MR04,
YI,,,,21730001,20,1522878270000,1522857540000,20,30120,071M96MX04,
IB,,,,11798001,56,1522850100000,1522857780000,56,14006,142I02MN04,
YI,,,,11821020,23,1522857210000,1522857960000,23,17033,172D66MR04,
IS,,,,24784000,88,1522851660000,1522857960000,88,87637,872P43MN04,
,,,,11821020,23,1522856760000,1522858080000,23,17019,172D66MR04,
IB,,,,11798001,56,1522852200000,1522858500000,56,14006,142I05MO04,
YI,,,,21800000,23,1522859520000,1522858620000,23,15449,152N45MS04,
IB,,,,11798001,56,1522852980000,1522858620000,56,14006,142I06MO04,
IC,,,,24745000,88,1522858890000,1522858800000,88,87722,872A57MS04,
IB,,,,11798001,56,1522853700000,1522858800000,56,14006,142I07MP04,
MD,,,,24743000,88,1522861740000,1522858860000,88,88254,871G49MT04,
IB,,,,11798001,56,1522854240000,1522859040000,56,14008,142I08MP04,
MC,,,MPP,52495111,00,1522860960000,1522859160000,00,89612,88101ICJ04,
XA,,,,25466001,25,1522858590000,1522859340000,25,81259,812K312R04,
IB,,,,11798001,56,1522855980000,1522859700000,56,14034,142I11MQ04,
YI,,,,25375002,25,1522873560000,1522859760000,25,77301,791L94MY04,
IB,,,,11798001,56,1522855230000,1522859940000,56,14034,142I10MQ04,
YI,,,,25392003,25,1522865160000,1522860360000,25,74446,671P40MV04,
IB,,,,11798001,56,1522858140000,1522860720000,56,14034,142I02MS04,
IB,,,,11798001,56,1522858830000,1522861080000,56,14034,142I03MS04,
IB,,,,11798001,56,1522859580000,1522861260000,56,14034,142I04MS04,
IB,,,,11798001,56,1522860300000,1522861440000,56,14034,142I05MT04,
IB,,,,11798001,56,1522861020000,1522861560000,56,14034,142I06MT04,
XC,,,,21727000,88,1522867200000,1522861620000,88,53223,541P68MW04,
YI,,,,25460001,25,1522864500000,1522861740000,25,81700,772C85MU04,
TH,,,,25470001,25,1522862580000,1522861860000,25,87995,871V96MU04,
IB,,,,23584003,60,1522864080000,1522861980000,60,04303,042Y14MV04,
YI,,,,25484001,25,1522868640000,1522862280000,25,67195,672T97MX04,
XA,,,,25466001,25,1522858590000,1522862520000,25,81259,812K31MR04,
MU,,,,25939001,21,1522863870000,1522862640000,21,50223,521F40MU04,
YI,,,,25446000,71,1522864830000,1522863360000,71,78204,782E52MV04,
MD,,,,21724000,88,1522864560000,1522863960000,88,54238,542G24MV04,
IB,,,,11798001,56,1522862430000,1522864260000,56,14034,142I08MU04,
,,,,25446000,71,1522863480000,1522864320000,71,78201,782E52MV04,
IB,,,,11798001,56,1522861740000,1522864380000,56,14034,142I07MU04,
MN,,,,25462001,25,1522870740000,1522864440000,25,83421,832M67MX04,
IB,,,,11798001,56,1522863180000,1522864680000,56,14034,142I09MU04,
MD,,,,21724000,88,1522866930000,1522865880000,88,54103,532J35MW04,
TG,,,,22350000,23,1522870470000,1522866480000,23,29041,292S191Y04,
X2,,,,13560015,60,1522867620000,1522867020000,60,06399,062M40MW04,
YI,,,,23541003,60,1522872540000,1522867200000,60,03054,035L21MY04,
YI,,,,21724000,88,1522868640000,1522867920000,88,54238,542F37MX04,
IA,,,,21381001,33,1522866300000,1522867980000,33,50431,502C65MW04,
IA,,,,21381001,33,1522869750000,1522868280000,33,52226,522W70MY04,
TX,,,,24680004,91,1522851180000,1522868280000,91,72031,722A25MO04,
TB,,,,24744000,88,1522872240000,1522868940000,88,86321,862S84MY04,
TB,,,,24748000,88,1522874100000,1522869000000,88,86241,861C99MZ04,
MD,,,,11798001,56,1522863900000,1522869720000,56,14034,142I10MV04,
MD,,,,11798001,56,1522864800000,1522869840000,56,14034,142I11MV04,
MD,,,,11798001,56,1522865640000,1522869900000,56,14034,142I12MW04,
MD,,,,11798001,56,1522866420000,1522870080000,56,14031,142I01MW04,
MD,,,,11798001,56,1522867620000,1522870320000,56,14031,142I03MX04,
MD,,,,11798001,56,1522866810000,1522870380000,56,14031,142I02MW04,
M8,,,,23563015,60,1522872750000,1522870620000,60,07479,072L09MZ04,
MD,,,,11798001,56,1522869420000,1522870620000,56,14031,142I05MY04,
MS,,,,25470001,25,1522871670000,1522870740000,25,81700,861F30MU04,
MD,,,,11798001,56,1522868400000,1522870800000,56,14034,142I04MX04,
MD,,,,11798001,56,1522870200000,1522870980000,56,14034,142I06MY04,
TG,,,,12357820,23,1522880310000,1522871100000,23,33087,321C591804,
MS,,,,25460001,25,1522879440000,1522872060000,25,81700,772C34M704,
MD,,,,11798001,56,1522869420000,1522872300000,56,14031,122I08MW04,
MD,,,,11798001,56,1522871220000,1522872480000,56,14031,142I08MY04,
TG,,,,23563015,60,1522874430000,1522872720000,60,06350,062R24MZ04,
TZ,,,,11798001,56,1522881120000,1522880400000,56,14031,142I09M804,
MD,,,,11798001,56,1522873920000,1522880460000,56,14031,142I11MZ04,
TZ,,,,11798001,56,1522882020000,1522880520000,56,14031,142I10M804,
MD,,,,11798001,56,1522875720000,1522880820000,56,14031,142I02MZ04,
MD,,,,11798001,56,1522877520000,1522881180000,56,14031,142I04M704,
MD,,,,11798001,56,1522878420000,1522881300000,56,14031,142I05M704,
MD,,,,11798001,56,1522879320000,1522881360000,56,14031,142I06M704,
MD,,,,11798001,56,1522874820000,1522881720000,56,14031,142I12MZ04,
MD,,,,11798001,56,1522880220000,1522881780000,56,14031,142I08M804,
MD,,,,11798001,56,1522882920000,1522881840000,56,14031,142I11M804,
MD,,,,11798001,56,1522883820000,1522881900000,56,14031,142I12M904,
MD,,,,11798001,56,1522884480000,1522881900000,56,14031,142I02M904,
MD,,,,11798001,56,1522885350000,1522881900000,56,14031,142I03M904,
MD,,,,11798001,56,1522886250000,1522881960000,56,14031,142I04M904,
TG,,,,11792920,23,1522881300000,1522882620000,23,12931,152W80M704,
TX,,,,24680004,91,1522875150000,1522887120000,91,72031,722A41MZ04,
OU,,,,21704001,61,1522886760000,1522888320000,61,12931,145N33M904,
TG,,,,22350000,23,1522911900000,1522902540000,23,29150,292S131605,
MS,,,,22721000,88,1522906950000,1522903620000,88,87920,871W00M505,
I5,,,,21911000,21,1522905720000,1522903980000,21,51931,521B04M505,
MD,,,,25381001,33,1522914180000,1522906020000,33,50431,502C19MA05,
MN,,,,25484001,25,1522915920000,1522906020000,25,81700,682A99MA05,
MU,,,,25470001,25,1522917660000,1522906080000,25,81700,822E17MA05,
MD,,,,22746100,88,1522912800000,1522906140000,88,87973,861H82M605,
IE,,,,21726000,88,1522910580000,1522906320000,88,53223,542C02M605,
,,,,25484001,25,1522911960000,1522906680000,25,68089,682A99MA05,
,,,,21726000,88,1522908240000,1522907340000,88,54311,542C02M605,
IF,,,,21726000,88,1522909920000,1522907340000,88,53401,542C02M605,
I5,,,,27936004,79,1522907670000,1522907460000,79,51023,512R57M505,
YI,,,,22206000,30,1522912080000,1522908000000,30,87572,879M04M605,
YI,,,,21724000,88,1522911780000,1522908240000,88,54238,542F07M605,
IB,,,,22345000,71,1522911210000,1522908900000,71,33087,321D31M605,
YI,,1522908810000,,22214000,30,1522908810000,1522908960000,30,72277,872N00M505,72275
M8,,,,23563015,60,1522913310000,1522909680000,60,07945,071C03MA05,
,,,,23563015,60,1522912380000,1522909740000,60,07962,071C03MA05,
MB,,,,23563015,60,1522913310000,1522909740000,60,07945,071C03MA05,
YI,,,,21726000,88,1522913040000,1522911660000,88,53015,531R45MA05,
YI,,,,22212000,29,1522914390000,1522912440000,29,62044,622S04MA05,
YI,,,,25521007,25,1522915740000,1522912740000,25,87722,871V38MB05,
,,,,22212000,29,1522913340000,1522912860000,29,62011,622S04MA05,
IF,,,,22212000,29,1522914870000,1522912860000,29,62049,622S04MA05,
YI,,,,22720001,88,1522930170000,1522913100000,88,63451,632O53MJ05,
TX,,,,25210004,74,1522915320000,1522913460000,74,70353,701C16MB05,
,,,,25210004,74,1522914660000,1522913820000,74,70355,701C16MB05,
M8,,,,21897002,21,1522917210000,1522914000000,21,48007,482S07MC05,
I1,,,,22214000,30,1522910520000,1522914120000,30,72275,872N04M605,
YI,,,,25535004,74,1522916820000,1522914420000,74,74436,741Y20MC05,
TZ,,,,12305012,64,1522914150000,1522914600000,64,38018,382N06MB05,
I4,,,,22214000,30,1522913370000,1522914600000,30,72413,872N10MA05,
I4,,,,22214000,30,1522916100000,1522914780000,30,52048,522Y21MC05,
IF,,,,22212000,29,1522918470000,1522914840000,29,62049,622S06MC05,
TG,,,,25471001,25,1522860180000,1522915200000,25,82101,862E26MQ04,
IB,,,,22340000,71,1522919610000,1522915380000,71,40076,401H84MD05,
YI,,,,21726000,88,1522914360000,1522915680000,88,53104,531R47MB05,
YI,,,,22214000,30,1522915260000,1522915680000,30,52046,522Y19MB05,
JX,,,,25471001,25,1522843410000,1522915860000,25,82311,862V90MI04,
YI,,,,25488001,25,1522916760000,1522915980000,25,81700,812C65MC05,
I5,,,,26936004,79,1522914720000,1522916220000,79,51301,511B19MB05,
YI,,,,25530004,74,1522919700000,1522916460000,74,66411,661H28ME05,
I5,,,,21936004,79,1522915290000,1522916520000,79,51531,521B18MB05,
YI,,,,25462001,25,1522924350000,1522916520000,25,84139,832C45ME05,
YI,,,,21781002,21,1522916760000,1522916520000,21,49211,491Y17MC05,
I1,,,,11810920,23,1522916520000,1522916880000,23,25316,252N16MC05,
YI,,,,26936004,79,1522918470000,1522918740000,79,51351,511F79MC05,
I5,,,,26936004,79,1522918680000,1522918920000,79,51013,512B83MD05,
I5,,,,28936004,79,1522918530000,1522919520000,79,51023,512R81MD05,
I5,,,,26936004,79,1522914870000,1522919580000,79,51007,511B25MB05,
YI,,,,24606004,80,1522923600000,1522919760000,80,88486,872N24MF05,
FE,,,,25392003,25,1522926900000,1522921320000,25,67195,671P27MH05,
YI,,,,22215003,30,1522922040000,1522921680000,30,52074,529A19MF05,
,,,,22720001,88,1522928640000,1522922580000,88,63201,632O53MJ05,
YI,,,,21788001,88,1522921890000,1522922820000,88,54103,545C592F05,
VD,,,,13562015,60,1522923900000,1522922820000,60,07553,072M87MG05,
YI,,,,25482001,25,1522834380000,1522922940000,25,83421,832U12ME04,
YI,,,,22720001,88,1522930170000,1522924320000,88,63451,632O53MJ05,
XC,,,,22721000,88,1522784400000,1522925700000,88,87911,871W58MY03,
M7,,,,21939001,21,1522926780000,1522926120000,21,50049,491Y37MH05,
IB,,,,21939001,21,1522937070000,1522926180000,21,50049,521Y18MM05,
M7,,,,21939001,21,1522923180000,1522926240000,21,50049,491Y35MF05,
IB,,,,21939001,21,1522934130000,1522926300000,21,50227,521F24ML05,
YI,,,,25484001,25,1522936140000,1522927620000,25,81700,682C18ML05,
YI,,,,12223820,23,1522933770000,1522928940000,23,31620,292B55ML05,
YI,,,,25485001,25,1522937640000,1522930740000,25,82101,822M12MO05,
I5,,,,21936004,79,1522927440000,1522930860000,79,51004,515G912I05,
YI,,,,12362822,23,1522939800000,1522931100000,23,33087,321N641O05,
YI,,,,24657005,80,1522934730000,1522931820000,80,88424,882I35ML05,
YI,,,,24602004,80,1522936560000,1522931940000,80,88491,882H34MN05,
TJ,,,,24784000,88,1522934190000,1522932300000,88,87671,872R61MM05,
YI,,,,24655005,80,1522935750000,1522933020000,80,88481,882S39MM05,
YI,,,,24655005,80,1522934850000,1522933080000,80,88481,882S38MM05,
TH,,,,24749000,88,1522940040000,1522933980000,88,87751,872L37MP05,
YI,,,,24782000,88,1522939560000,1522934880000,88,87651,872S39MP05,
YI,,,,22209000,29,1522940100000,1522934940000,29,70100,721W15MN05,
M8,,,,24605004,80,1522935210000,1522935060000,80,88490,882R38MM05,
M8,,,,13560015,60,1522935330000,1522935120000,60,06707,062E54ML05,
TG,,,,22216000,30,1522934670000,1522935420000,30,72313,722D76MM05,
YI,,,,24785000,88,1522937610000,1522935780000,88,87681,872E57MN05,
M7,,,,13560015,60,1522940700000,1522935840000,60,04010,042M29MP05,
M8,,,,24657005,80,1522936920000,1522935900000,80,87601,882N40MN05,
M8,,,,24605004,80,1522940610000,1522936080000,80,88490,882R44MP05,
M8,,,,24655005,80,1522939380000,1522936740000,80,88491,882S42MO05,
IB,,,,24657005,80,1522936020000,1522937400000,80,88466,882D42MN05,
IB,,,,24602004,80,1522936860000,1522938120000,80,89363,892H50MN05,
M8,,,,24602004,80,1522938660000,1522938300000,80,89363,892H52MO05,
YI,,,,24782000,88,1522941360000,1522938540000,88,87651,872S41MQ05,
M8,,,,24657005,80,1522944450000,1522938840000,80,88466,882N46MQ05,
I1,,,,24658005,80,1522940100000,1522938960000,80,88466,882L42MO05,
VB,,,,21913000,21,1522938060000,1522939140000,21,47221,472H39MO05,
I1,,,,24655005,80,1522939350000,1522939500000,80,88481,882S43MO05,
ML,,,,23584003,60,1522941600000,1522939500000,60,04821,042D88MQ05,
TG,,,,12299820,23,1522945740000,1522939740000,23,36151,361N891S05,
I1,,,,24657005,80,1522935120000,1522940040000,80,87601,882N38MM05,
I1,,,,24659005,80,1522944210000,1522940100000,80,88464,882O51MQ05,
YI,,,,12233110,23,1522945320000,1522940760000,23,32000,322F78MS05,
MS,,1522944270000,,25470001,25,1522944270000,1522940880000,25,81700,812R98MR05,81431
I1,,,,24653005,80,1522939050000,1522941360000,80,88319,882K43MO05,
I1,,,,24655005,80,1522943400000,1522942080000,80,88491,892F48MR05,
YI,,,,12220821,23,1522946760000,1522942260000,23,32111,181O01MS05,
ID,,,,21781002,21,1522948680000,1522942440000,21,50049,521P44MT05,
M0,,,,25370002,25,1522948620000,1522942800000,25,81700,731C20MR05,
YI,,,,22300000,29,1522948650000,1522943220000,29,36192,361L86MU05,
VH,,,,22263000,29,1522945590000,1522943220000,29,65511,432A69MS05,
YI,,,,25507005,25,1522792860000,1522943340000,25,74005,745N431703,
YI,,,,24657005,80,1522946760000,1522943640000,80,88466,882D54MT05,
,,,,12233110,23,1522944180000,1522943700000,23,32530,322F78MS05,
YI,,,,12233110,23,1522945560000,1522943700000,23,33087,322F78MS05,
,,,,12233110,23,1522944180000,1522943760000,23,32530,322F78MS05,
YI,,,,24655005,80,1522937550000,1522944300000,80,88481,882S41MN05,
YI,,,,24784000,88,1522946070000,1522944540000,88,87675,872R89MS05,
II,,,,24658005,80,1522943700000,1522944540000,80,88466,882L46MQ05,
YI,,,,24657000,80,1522947240000,1522944660000,80,88461,882N50MS05,
YI,,,,24658000,80,1522948140000,1522944720000,80,88410,882L86MT05,
I1,,,,24602000,80,1522949100000,1522944840000,80,89363,881H04MT05,
I1,,,,24602000,80,1522951020000,1522944960000,80,89363,881H92MU05,
IB,,,,24655005,80,1522936200000,1522945020000,80,88491,892F40MN05,
YI,,,,12233110,23,1522945560000,1522945140000,23,33087,322F78MS05,
I1,,,,24655000,80,1522945380000,1522945200000,80,87601,882S51MS05,
YI,,,,22832000,28,1522946940000,1522945500000,28,44212,442S22MS05,
YI,,,,22832000,28,1522951500000,1522945560000,28,44212,442S24MV05,
,,,,21755001,22,1522668060000,1522945680000,22,54311,541N92MI02,
I1,,,,24657000,80,1522945170000,1522945680000,80,88410,882I49MS05,
MU,,,,25939001,21,1522946310000,1522945800000,21,50328,521N38MS05,
VA,,,,21920000,21,1522947360000,1522945920000,21,51722,512O45MT05,
YI,,,,24787000,88,1522950240000,1522946400000,88,88312,882H52MV05,
YI,,,,12233110,23,1522948980000,1522946940000,23,32000,322F80MU05,
I1,,,,24605000,80,1522952730000,1522947420000,80,89363,882R93MV05,
TB,,,,24748000,88,1522948800000,1522947540000,88,86321,861C89MU05,
